id,abstract,data_split,pmid,pmcid,title,intervention_treatment,primary_outcome,primary_outcome_result,note
11,"ABSTRACT.OBJECTIVES:
Neck pain in chronic whiplash syndrome is a major burden for patients, healthcare providers and insurance companies. Randomized data on treatment of botulinum toxin in chronic whiplash syndrome are scarce. We conducted a randomized, placebo-controlled clinical trial to prove efficacy of botulinum toxin for neck pain in chronic whiplash syndrome.

ABSTRACT.METHODS:
40 patients with chronic whiplash syndrome (whiplash associated disorders grade 1 and 2) were randomly assigned to receive botulinum toxin (maximum 100 units) or placebo (saline) in muscles with increased tenderness.

ABSTRACT.RESULTS:
After 12 weeks there was no significant difference between the two treatment groups in decrease of neck pain intensity on VAS (−7.0 mm, 95% confidence interval (CI) [−20.7 to +6.7]), mean number of neck pain days (−1%; 95% CI [−15% to +13%]), neck pain hours per day (−0.14; 95% CI [−3.0 to +2.7]), days on which symptomatic treatment was taken (−0.7%; 95% CI [−15% to +13%]) number of analgesics taken per day (−0.14; 95% CI [−0.6 to +0.4]) and total cervical range of motion (−11 degrees; 95% CI [−40 to +17]). There also was no significant difference in patient’s assessment of improvement after week 4, 8 and 12.

ABSTRACT.CONCLUSIONS:
Botulinum toxin was not proven effective in treatment of neck pain in chronic whiplash syndrome. Increased muscle tenderness alone might not be the major cause of neck pain in whiplash syndrome.",TEST,17345052,1915612,"Neck pain in chronic whiplash syndrome treated with botulinum toxin. A double-blind, placebo-controlled clinical trial.",,,,
12,"ABSTRACT.BACKGROUND:.
Ureteropelvic junction obstruction (UPJO) causes hydronephrosis and progressive renal impairment may ensue if left uncorrected. Open pyeloplasty remains the standard against which new technique must be compared. We compared laparoscopic (LP) and open pyeloplasty (OP) in a randomized prospective trial.

ABSTRACT.MATERIALS AND METHODS:.
A prospective randomized study was done from January 2004 to January 2007 in which a total of 28 laparoscopic and 34 open pyeloplasty were done. All laparoscopic pyeloplasties were performed transperitoneally. Standard open Anderson Hynes pyeloplasty, spiral flap or VY plasty was done depending on anatomic consideration. Patients were followed with DTPA scan at three months and IVP at six months. Perioperative parameters including operative time, analgesic use, hospital stay, and complication and success rates were compared.

ABSTRACT.RESULTS:.
Mean total operative time with stent placement in LP group was 244.2 min (188-300 min) compared to 122 min (100-140 min) in OP group. Compared to OP group, the post operative diclofenac requirement was significantly less in LP group (mean 107.14 mg) and OP group required mean of (682.35 mg). The duration of analgesic requirement was also significantly less in LP group. The postoperative hospital stay in LP was mean 3.14 Days (2-7 days) significantly less than the open group mean of 8.29 days (7-11 days).

ABSTRACT.CONCLUSION:.
LP has a minimal level of morbidity and short hospital stay compared to open approach. Although, laparoscopic pyeloplasty has the disadvantages of longer operative time and requires significant skill of intracorporeal knotting but it is here to stay and represents an emerging standard of care.",TEST,19547693,2699080,Laparoscopic versus open pyeloplasty: Comparison of two surgical approaches -- a single centre experience of three years.,,,,
13,"ABSTRACT.AIMS AND OBJECTIVES.
To assess the efficacy of flapless implant surgery on soft-tissue profile and to compare the clinical outcomes of flapless implant therapy on immediate loading (IL) implants to delayed loading (DL) implants.

ABSTRACT.MATERIALS AND METHODS.
The study sample consisted of 20 patients who were partially edentulous in the anterior maxillary region. They were divided into two groups. In group I (IL) 10 implants were placed and immediately provisionalized and restored with a metal ceramic crown on the 14th day. In group II (DL) 10 implants were placed and loaded after 4 months. Single-piece implants were used for the IL group and two-piece implants were used for the DL group. All soft tissue parameters i.e., modified plaque index (mPI), modified bleeding index (mBI), papillary index (PPI), marginal level of soft tissue (ML) and width of keratinized mucosa (WKM) were recorded at baseline, Day 60, Day 120 and Day 180.

ABSTRACT.RESULTS:.
The success rate in group I was found to be 80%, which was lower than the success rate in group II which was found to be 90%. On comparison, there is no statistically significant difference in success rate between the two study groups. There was no statistically significant difference between the groups over time in parameters like mPI, mBI, ML and WKM. The mean PPI score in group II showed a significant increase from when compared to group I.

ABSTRACT.CONCLUSION:.
The results of this study indicated that flapless implant surgery using either immediately loading implants or DL implants, demonstrate enhancement of implant esthetics.",DEV,21731251,3118076,The efficacy of flapless implant surgery on soft-tissue profile comparing immediate loading implants to delayed loading implants: A comparative clinical study.,immediate loading implants (group I),rate of success,no significant difference,potentially includes spin
14,"ABSTRACT.OBJECTIVES:.
Using the fluid filtration method, an in vitro study was conducted to evaluate the effects of medication with calcium hydroxide on the sealing ability of the New Endodontic Cement (NEC) apical barrier in the short and long terms.

ABSTRACT.METHODS:.
Fifty extracted single rooted teeth were prepared and apical resorption produced using acid sulfuric for four days. The teeth were randomly divided into two experimental groups (n=20) and two control groups. In group 1, calcium hydroxide was placed into all canals for one week and in group 2, no medication was used. In both groups, a 4 mm NEC apical plug was placed in the canals and the remaining portion of the canals was filled with gutta-percha. The amount of microleakage of all samples was evaluated after one week and three months. The data were statistically analyzed using two-way ANOVA.

ABSTRACT.RESULTS:.
There was no significant difference between the two groups in either time period (P&gt;.05). In both group 1 and group 2, microleakage increased after three months but this increase was not statistically significant (P&gt;.05).

ABSTRACT.CONCLUSIONS:.
According to the result of this study, medication with calcium hydroxide had no adverse effect on the short- and long-term sealing properties of an NEC apical plug.",TEST,21769266,3137438,Effect of previous calcium hydroxide dressing on the sealing properties of the new endodontic cement apical barrier.,,,,
15,"ABSTRACT.BACKGROUND.
Amygdala hemodynamic responses to positive stimuli are attenuated in major depressive disorder (MDD), and normalize with remission. Real-time functional MRI neurofeedback (rtfMRI-nf) offers a non-invasive method to modulate this regional activity. We examined whether depressed participants can use rtfMRI-nf to enhance amygdala responses to positive autobiographical memories, and whether this ability alters symptom severity.

ABSTRACT.METHODS.
Unmedicated MDD subjects were assigned to receive rtfMRI-nf from either left amygdala (LA; experimental group, n = 14) or the horizontal segment of the intraparietal sulcus (HIPS; control group, n = 7) and instructed to contemplate happy autobiographical memories (AMs) to raise the level of a bar representing the hemodynamic signal from the target region to a target level. This 40s Happy condition alternated with 40s blocks of rest and counting backwards. A final Transfer run without neurofeedback information was included.

ABSTRACT.RESULTS.
Participants in the experimental group upregulated their amygdala responses during positive AM recall. Significant pre-post scan decreases in anxiety ratings and increases in happiness ratings were evident in the experimental versus control group. A whole brain analysis showed that during the transfer run, participants in the experimental group had increased activity compared to the control group in left superior temporal gyrus and temporal polar cortex, and right thalamus.

ABSTRACT.CONCLUSIONS.
Using rtfMRI-nf from the left amygdala during recall of positive AMs, depressed subjects were able to self-regulate their amygdala response, resulting in improved mood. Results from this proof-of-concept study suggest that rtfMRI-nf training with positive AM recall holds potential as a novel therapeutic approach in the treatment of depression.",DEV,24523939,3921228,Real-time FMRI neurofeedback training of amygdala activity in patients with major depressive disorder.,rtfMRI-nf from left amygdala (LA),POMS depression and VAS happy subscales,significant difference favoring intervention,
16,"ABSTRACT.BACKGROUND.
Type 2 diabetes is one of the most common causes of cardiovascular disease as it causes arterial stiffness changes. The purpose of this study is to characterize, in vivo, carotid arterial structural and functional changes by applying radio frequency and X-strain ultrasound techniques.

ABSTRACT.METHODS.
Ninety-one subjects were assigned into two groups; a diabetes group and a control group. Structural and functional changes in the common carotid arterial wall were investigated by quality intima-media thickness (QIMT), quality arterial stiffness (QAS), and X-strain analysis with a Mylab Twice ultrasound instrument. The relationships among variables between the two groups were analyzed in this study.

ABSTRACT.RESULTS.
There was no significant difference in carotid IMT (626.5 ± 169.1 μm vs. 568.5 ± 122.6 μm, P = 0.1506) between two groups. Pulse wave velocity (PWV) and stiffness index (β) were remarkably greater (8.388 ± 3.254 m/s vs. 7.269 ± 1.332 m/s; 12.51 ± 14.16 vs.9.279 ± 2.871), while compliance coefficient (CC) decreased significantly in the diabetes group (0.802 ± 0.3094 mm2/Kpa vs. 0.968 ± 0.3992 mm2/Kpa) (P &lt; 0.05). The displacement difference of radial (RD-D), longitudinal (LD-D) and rotation (ROT-D) directions were significantly different between two groups' comparison (P = 0.0212, P = 0.0235 and P = 0.0072, respectively). The time of circumferential peak strain difference (CS-DT) and the time of radial peak strain rate (RSR-T) were found to be significantly different between the two groups (341.9 ± 77.56 ms vs. 369.0 ± 78.26 ms, P = 0.0494; 142.7 ± 22.43 ms vs. 136.2 ± 30.70 ms, P = 0.0474). CS-TD and RSR-T were also found to be positively correlated with CC value (r = 0.3908, P &lt; 0.005 and r = 0.3027, P = 0.0326, respectively). Finally, PWV was negatively correlated with CC with (r = –0.6177, P &lt; 0.001).

ABSTRACT.CONCLUSIONS.
In type 2 diabetes, the functional changes in CCA can be identified using the methods presented in this article earlier than the structural changes. Arterial stiffness values provided by QAS and X-strain analysis can be used as indicators of CCA functional lesions in patients with type 2 diabetes.",TEST,24506844,3932017,Evaluation of carotid artery elasticity changes in patients with type 2 diabetes.,,,,
17,"ABSTRACT.BACKGROUND:.
This study investigated the effect of combining oral dexamethasone with either nebulized racemic epinephrine or salbutamol compared to bronchodilators alone for the treatment of infants with bronchiolitis.

ABSTRACT.MATERIALS AND METHODS:.
This was a double-blind, randomized controlled trial on infants (1 to 12 months) who were diagnosed in the emergency department with moderate-to-severe bronchiolitis. The primary outcome was the rate of hospital admission within 7 days of the first dose of treatment, and the secondary outcomes were changes in respiratory distress assessment instrument score, heart rate, respiratory rate, and oxygen saturation (O2 Sat) over a 4-hour observation period. Infants (n = 162) were randomly assigned to four groups: A (dexamethasone + racemic epinephrine) = 45, B (placebo and racemic epinephrine) =39, C (dexamethasone and salbutamol) = 40, or D (placebo and salbutamol) = 38.

ABSTRACT.RESULTS:.
Patients who had received dexamethasone + epinephrine exhibited similar admission rates compared to placebo + epinephrine or salbutamol (P = 0.64). Similarly, no statistically significant difference was observed in the rate of hospitalization for patients who received dexamethasone + salbutamol compared to those who received placebo + epinephrine or salbutamol (P = 0.51). Clinical parameters were improved at the end of the 4-hour observation period for all treatment groups. Treatment with dexamethasone + epinephrine resulted in a statistically significant change in HR over time (P &lt; 0.005) compared to the other groups.

ABSTRACT.CONCLUSIONS:.
This study adds to a body of evidence suggesting that corticosteroids have no role in the management of bronchiolitis for young infants who are first time wheezers with no risk of atopy.",TEST,24982826,4065461,"Effect of combined dexamethasone therapy with nebulized r-epinephrine or salbutamol in infants with bronchiolitis: A randomized, double-blind, controlled trial.",,,,
18,"ABSTRACT.
The present study was conducted to determine the best level of substitution of soybean meal by sunflower cake in diets for kids through the evaluation of quantitative carcass traits. Thirty-two Boer kids X 1/2 NDB (no defined breed), males, non-castrated, with 4 months of age and initial body weight of 15±3.2 kg, were randomly assigned to individual pens. The treatments contained four substitution levels of soybean meal by sunflower cake (0, 33, 66 and 100% DM). At the end of the experimental period, the animals were slaughtered. There was no influence of the treatments on any of the mean values of the evaluated measures (p&gt;0.05): 21.78 kg (body weight at slaughter), 8.65 kg (hot carcass weight), 8.59 kg (cold carcass weight), 40.27% (hot carcass yield), 39.20% (cold carcass yield), 7.73 cm2(rib eye area), 46.74 cm (carcass outer length), 45.68 cm (carcass internal length), 36.92 cm (leg length), 26.04 cm (leg perimeter), 48.66 cm (hind perimeter), 58.62 cm (thoracic perimeter), 0.20 (carcass compactness index), 68.48% (total muscle of the leg), 2.79% (total leg fat), 55.19% (subcutaneous leg fat), 28.82% (total bone), 81.66 g (femur weight), 14.88 cm (femur length), 0.38 (leg muscularity index), 2.53 (muscle:bone ratio) and 33.42 (muscle:fat ratio). The substitution of soybean meal by sunflower cake may be recommended up to a level of 100% without alterations to quantitative carcass traits.",TEST,25049479,4092926,Effects of substituting soybean meal for sunflower cake in the diet on the growth and carcass traits of crossbred boer goat kids.,,,,
19,"ABSTRACT.OBJECTIVE.
To compare the effect of aquatic and land-based physiotherapy in reducing musculoskeletal hip and lower back pain and increasing overall physical capabilities of sickle cell disease patients.

ABSTRACT.METHODS.
Informed written consent was obtained from all volunteers who were submitted to evaluations using different functional scales: Lequesne's Algofunctional Questionnaire and Oswestry Disability Index, trunk and hip range of motion, goniometry, trunk and hip muscle strength assessment using load cell, and surface electromyography of the iliocostalis, long dorsal (longissimus), gluteus maximus, gluteus medius and tensor fasciae latae muscles. Ten patients were randomized into two groups: aquatic physiotherapy with a mean age of 42 years (range: 25–67) and conventional physiotherapy with a mean age of 49 years (range: 43–59). Both groups were submitted to a twelve-week program of two sessions weekly.

ABSTRACT.RESULTS.
After the intervention, significant improvements were observed regarding the Lequesne index (p-value = 0.0217), Oswestry Disability Index (p-value = 0.0112), range of motion of trunk extension (p-value = 0.0320), trunk flexion muscle strength (p-value = 0.0459), hip extension and abduction muscle strength (p-value = 0.0062 and p-value = 0.0257, respectively). Range of motion of trunk and hip flexion, extension, adduction and abduction, trunk extensor muscle strength and all surface electromyography variables showed no significant statistical difference.

ABSTRACT.CONCLUSION.
Physical therapy is efficient to treat musculoskeletal dysfunctions in sickle cell disease patients, irrespective of the technique; however, aquatic therapy showed a trend toward improvement in muscle strength. Further studies with a larger patient sample and longer periods of therapy are necessary to confirm these results.",TEST,25818817,4382580,Pilot randomized controlled trial to evaluate the effect of aquatic and land physical therapy on musculoskeletal dysfunction of sickle cell disease patients.,,,,
20,"ABSTRACT.BACKGROUND:
Supratentorial pneumocephalus after posterior fossa surgery in the semisitting position may lead to decreased alertness and other symptoms. We here aimed to prove the efficacy of normobaric hyperoxia on the absorption of postoperative pneumocephalus according to a standardized treatment protocol.

ABSTRACT.METHODS AND FINDINGS:
We enrolled 44 patients with postoperative supratentorial pneumocephalus (&gt; 30 ml) after posterior fossa surgery in a semisitting position. After randomisation procedure, patients received either normobaric hyperoxia at FiO2 100% over an endotracheal tube for 3 hours (treatment arm) or room air (control arm). Routine cranial CT scans were performed immediately (CT1) and 24 hours (CT2) after completion of surgery and were rated without knowledge of the therapy arm. Two co-primary endpoints were assessed: (i) mean change of pneumocephalus volume, and (ii) air resorption rate in 24 hours. Secondary endpoints were subjective alertness (Stanford Sleepiness Scale) postoperatively and attention (Stroop test), which were evaluated preoperatively and 24 hours after surgery. The mean change in pneumocephalus volume was higher in patients in the treatment arm as compared to patients in the control arm (p = 0.001). The air resorption rate was higher in patients in the treatment arm as compared to patients in the control arm (p = 0.0015). Differences were more pronounced in patients aged 52 years and older. No difference between patients in treatment arm and control arm was observed for the Stroop test. The distribution of scores in the Stanford Sleepiness Scale differed in the treatment arm as compared to the control arm, and there was a difference in mean values (p = 0.015).

ABSTRACT.CONCLUSIONS:
Administration of normobaric hyperoxia at FiO2 100% via an endotracheal tube for 3 hours is safe and efficacious in the treatment of pneumocephalus after posterior fossa surgery in the semisitting position. Largest benefit was found in elderly patients and particularly in older men.

ABSTRACT.TRIAL REGISTRATION:
German Clinical Trials Register DRKS00006273",TEST,25992622,4439020,Normobaric hyperoxia for treatment of pneumocephalus after posterior fossa surgery in the semisitting position: a prospective randomized controlled trial.,,,,
21,"ABSTRACT.BACKGROUND.
Artesunate+amodiaquine (AS+AQ) and artemether-lumefantrine (AL) are now the most frequently recommended first line treatments for uncomplicated malaria in Africa. Artesunate+chlorproguanil-dapsone (AS+CD) was a potential alternative for treatment of uncomplicated malaria. A comparison of the efficacy and safety of these three drug combinations was necessary to make evidence based drug treatment policies.

ABSTRACT.METHODS.
Five hundred and thirty-four, glucose-6-phosphate dehydrogenase (G6PD) normal children were randomised in blocks of 15 to the AS+AQ, AL or AS+CD groups. Administration of study drugs was supervised by project staff and the children were followed up at r home on days 1,2,3,7,14 and 28 post treatment. Parasitological and clinical failures and adverse events were compared between the study groups.

ABSTRACT.MAIN FINDINGS.
In a per-protocol analysis, the parasitological and clinical failure rate at day 28 post treatment (PCF28) was lower in the AS+AQ group compared to the AL or AS+CD groups (corrected for re-infections: 6.6% vs 13.8% and 13.8% respectively, p = 0.08; uncorrected: 14.6% vs 27.6% and 28.1% respectively, p = 0.005). In the intention to treat analysis, the rate of early treatment failure was high in all three groups (AS+AQ 13.3%; AL 15.2%; and AS+CD 9.3%, p = 0.2) primarily due to vomiting. However, the PCF28 corrected for re-infection was lower, though not significantly, in the AS+AQ group compared to the AL or the AS+CD groups (AS+AQ 18.3%; AL 24.2%; AS+CD 20.8%, p = 0.4) The incidence of adverse events was comparable between the groups.

ABSTRACT.CONCLUSIONS.
AS+AQ is an appropriate first line treatment for uncomplicated malaria in Ghana and possibly in the neighbouring countries in West Africa. The effectiveness of AL in routine programme conditions needs to be studied further in West Africa.

ABSTRACT.TRIAL REGISTRATION.
ClinicalTrials.gov NCT00119145",TEST,18575626,2430614,"An open label, randomised trial of artesunate+amodiaquine, artesunate+chlorproguanil-dapsone and artemether-lumefantrine for the treatment of uncomplicated malaria.",,,,
22,"ABSTRACT.BACKGROUND.
Emergency department (ED) overcrowding is a ubiquitous problem with serious public health implications. The fast track area is a novel method which aims to reduce waiting time, patient dissatisfaction and morbidity. |The study objective was to determine the impact of a fast track area (FTA) on both effectiveness measures (i.e. waiting times [WT] and length of stay [LOS]) and quality measures (i.e. LWBS rates and mortality rates) in non-urgent patients. The secondary objective was to assess if a FTA negatively impacted on urgent patients entering the ED.

ABSTRACT.METHODS.
The study took place in a 500 bed, urban, tertiary care hospital in Abu Dhabi, United Arab Emirates. This was a quasi-experimental, which examined the impact of a FTA on a pre-intervention control group (January 2005) (n = 4,779) versus a post-intervention study group (January 2006) (n = 5,706).

ABSTRACT.RESULTS.
Mean WTs of Canadian Triage Acuity Scale (CTAS) 4 patients decreased by 22 min (95% CI 21 min to 24 min, P &lt; 0.001). Similarly, mean WTs of CTAS 5 patients decreased by 28 min (95% CI 19 min to 37 min, P &lt; 0.001) post FTA. The mean WTs of urgent patients (CTAS 2/3) were also significantly reduced after the FTA was opened (P &lt; 0.001). The LWBS rate was reduced from 4.7% to 0.7% (95% CI 3.37 to 4.64; P &lt; 0.001). Opening a FTA had no significant impact on mortality rates (P = 0.88).

ABSTRACT.CONCLUSION.
The FTA improved ED effectiveness (WTs and LOS) and quality measures (LWBS rates) whereas mortality rate remained unchanged.",TEST,19534787,2703617,The impact of a fast track area on quality and effectiveness outcomes: a Middle Eastern emergency department perspective.,,,,
23,"ABSTRACT.INTRODUCTION:.
Primary therapeutic aim in treatment of osteoarthritis of the knee is to relieve the pain of osteoarthritis. The aim of this study was to compare the efficacy of intra-articular triamcinolone with intra-articular morphine in pain relief due to osteoarthritis of the knee in the elderly population.

ABSTRACT.MATERIALS AND METHODS:.
Patients between 50 and 80 years of age were randomized into three groups. Group M received morphine plus bupivacaine intra-articularly, Group T received triamcinolone plus bupivacaine intra-articularly, and Group C received saline plus bupivacaine intra-articularly. Patients were evaluated before injection and in 2nd, 4th, 6th, and 12th weeks after injection. First-line supplementary analgesic was oral paracetamol 1500 mg/day. If analgesia was insufficient with paracetamol, oral dexketoprofen trometamol 50 mg/day was recommended to patients.

ABSTRACT.RESULTS:.
After the intra-articular injection, there was statistically significant decrease in visual analog scale (VAS) scores in Groups M and T, when compared to Group C. The decrease of VAS scores seen at the first 2 weeks continued steadily up to the end of 12th week. There was a significant decrease in Groups M and T in the WOMAC scores, when compared to Group C. There was no significant difference in the WOMAC scores between morphine and steroid groups. Significantly less supplementary analgesics was used in the morphine and steroid groups.

ABSTRACT.CONCLUSION:.
Intra-articular morphine was as effective as intra-articular triamcinolone for analgesia in patients with osteoarthritis knee. Intra-articular morphine is possibly a better option than intra-articular steroid as it has lesser side effects.",DEV,23225932,3511949,Comparison of efficacy of intra-articular morphine and steroid in patients with knee osteoarthritis.,Group M - morphine plus bupivacaine intra-articularly or Group T - triamcinolone plus bupivacaine intra-articularly ,visual analog scale (VAS),significant difference favoring intervention,
24,"ABSTRACT.BACKGROUND.
The purpose is to assess cardiopulmonary function outcomes and quality of life values in inactive people that participated in the Physical Activity Promotion Programme (PAPP) against the control group that did not perform this program.

ABSTRACT.METHOD.
A total of 100 subjects of both genders participated in the randomized controlled trial with systematic random sampling; all were aged 55 and older, from Torremolinos, Spain. Participants either received (n = 50) the PAPP for 60 minutes, twice a week during three months or (n = 50) they received health education. The effectiveness of the intervention was measured by general state of health the Short Form 12 health survey questionnaire, and the quality of life was determined with the EuroQoL-5D questionnaire. Cardiopulmonary function was measured with a spirometry and a walking test according to the Bruce protocol.

ABSTRACT.RESULTS.
This pilot study had a significant impact on the quality of life (p = 0.05) in men, which increased. However, the quality of life in women did not improve. The average changes in the lung and cardiovascular function was not significant between groups.

ABSTRACT.CONCLUSIONS.
Changes in the quality of life measured with EQ-5D in the group of men who carried out the PAPP were statistically significant when comparing between groups. However changes in cardiopulmonary function were not as relevant when comparing between groups. There was a significant effect within each group in the pulmonary outcomes of values in men, within the experimental group.

ABSTRACT.TRIAL REGISTRATION.
Developed by the University of Málaga. ClinicalTrials.gov ID: NCT01172483.",TEST,23399032,3575357,Effectiveness of the physical activity promotion programme on the quality of life and the cardiopulmonary function for inactive people: randomized controlled trial.,,,,
